zip code,counts
2108,45
2109,54
2110,49
2111,74
2113,89
2114,64
2115,55
2116,145
2118,71
2119,24
2120,14
2121,8
2122,24
2124,37
2125,37
2126,11
2127,79
2128,131
2129,26
2130,41
2131,32
2132,28
2134,54
2135,50
2136,19
2163,1
2199,15
2210,89
2215,75
2467,4
