,id,original_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained (),Future Stipend - Amount obtained (),Rental Arrears - Amount obtained (),Moving Costs - Amount obtained (),Total RRF Award
374,163441,2122,Match,Non_Exact,25.0,25.0,90100.0,5002.0,550.0,0.0,900,550,June-21; July-21; August-21,6/11/2021,0.0,2200.0,0.0,0.0,2200.0
375,163442,2126,Match,Non_Exact,25.0,25.0,50700.0,2004.0,7322.0,1300.0,0,8622,May-21; June-21; July-21,5/6/2021,0.0,11506.0,0.0,0.0,11506.0
376,163443,2132,Match,Non_Exact,25.0,25.0,91700.0,3004.0,4675.0,0.0,0,4675,June-21; July-21; August-21,6/11/2021,0.0,6550.0,0.0,0.0,6550.0
377,163444,2121,Match,Non_Exact,25.0,25.0,101102.0,4006.0,9000.0,2200.0,0,11200,May-21; June-21; July-21,5/27/2021,0.0,15000.0,0.0,0.0,15000.0
378,163445,2121,Match,Exact,25.0,25.0,90200.0,1003.0,2200.0,1300.0,0,3500,0,7/2/2021,0.0,2400.0,0.0,0.0,2400.0
379,163446,2121,Match,Non_Exact,25.0,25.0,101002.0,2019.0,2548.0,1000.46,0,3548.46,0,6/25/2021,0.0,6395.0,0.0,0.0,6395.0
380,163447,2121,Match,Exact,25.0,25.0,82100.0,2002.0,1282.0,1329.74,4619.4,2611.74,21-May,5/13/2021,0.0,1280.0,0.0,0.0,1280.0
381,163449,2111,Match,Non_Exact,25.0,25.0,92400.0,3001.0,1479.0,1202.86,0,2681.86,21-May,5/6/2021,0.0,1653.0,0.0,0.0,1653.0
382,163450,2128,No_Match,0,0.0,0.0,50600.0,2007.0,0.0,0.0,1800,0,0,7/15/2021,0.0,2250.0,0.0,0.0,2250.0
383,163451,2135,Match,Non_Exact,25.0,25.0,70103.0,1001.0,0.0,222.92,920,222.92,May-21; June-21; July-21; August-21,5/4/2021,222.92,4676.0,0.0,0.0,9574.92
384,163452,2131,No_Match,0,0.0,0.0,110201.0,1011.0,8700.0,3500.0,3200,12200,May-21; May-21,5/4/2021,1500.0,8700.0,0.0,0.0,10200.0
385,163454,2126,Match,Non_Exact,25.0,25.0,100601.0,3010.0,9600.0,1800.0,1200,11400,June-21; July-21,6/2/2021,0.0,15000.0,0.0,0.0,15000.0
386,163456,2122,Match,Non_Exact,25.0,25.0,101101.0,2006.0,780.0,6947.0,671,7727,May-21; June-21; July-21,5/25/2021,1500.0,2916.0,0.0,0.0,5596.0
387,163457,2121,Match,Non_Exact,25.0,25.0,40600.0,1036.0,0.0,150.0,5520,150,May-21; May-21; June-21; July-21,5/13/2021,141.9,5626.0,0.0,0.0,5767.9
388,163458,2128,Match,Non_Exact,25.0,25.0,50600.0,1005.0,9990.0,2400.0,2900,12390,21-Jun,6/16/2021,0.0,9990.0,0.0,0.0,9990.0
389,163460,2124,Match,Non_Exact,25.0,25.0,51000.0,1000.0,0.0,2893.9,692,2893.9,May-21; June-21; July-21,5/13/2021,1500.0,4275.0,0.0,0.0,5775.0
390,163461,2122,Match,Non_Exact,25.0,25.0,40600.0,1036.0,0.0,265.0,1549,265,May-21; June-21; July-21; August-21,5/6/2021,0.0,1963.0,0.0,0.0,1963.0
391,163462,2124,Match,Exact,25.0,25.0,92300.0,3006.0,14800.0,0.0,0,14800,21-May,5/13/2021,0.0,14800.0,0.0,0.0,14800.0
392,163464,2125,Match,Non_Exact,25.0,25.0,91900.0,4003.0,7880.0,0.0,0,7880,21-May,5/13/2021,0.0,7970.0,0.0,0.0,7970.0
393,163466,2121,Match,Non_Exact,25.0,25.0,100200.0,2004.0,1350.0,0.0,200,1350,21-Jan,8/12/2021,0.0,2250.0,0.0,1500.0,6000.0
394,163467,2125,Match,Non_Exact,25.0,25.0,50400.0,1000.0,4800.0,0.0,0,4800,21-Jun,6/2/2021,0.0,7800.0,0.0,0.0,7800.0
395,163468,2131,Match,Non_Exact,25.0,25.0,91300.0,1003.0,6000.0,0.0,1068,6000,21-May,5/13/2021,0.0,6000.0,0.0,0.0,6000.0
396,163469,2122,No_Match,0,0.0,0.0,91700.0,1005.0,12600.0,0.0,0,12600,21-May,5/25/2021,0.0,12600.0,0.0,0.0,12600.0
397,163471,2124,Match,Exact,25.0,25.0,100500.0,2005.0,7205.91,0.0,715,7205.91,21-Jun,6/8/2021,0.0,7206.0,0.0,0.0,7206.0
398,163472,2125,Match,Non_Exact,25.0,25.0,90100.0,5005.0,12000.0,0.0,0,12000,21-Jun,6/9/2021,0.0,0.0,12000.0,0.0,15000.0
399,163473,2128,Match,Non_Exact,25.0,25.0,82000.0,1008.0,6600.0,0.0,2000,6600,0,8/12/2021,0.0,15000.0,13200.0,0.0,28200.0
400,163474,2135,Match,Non_Exact,25.0,25.0,100601.0,4004.0,5100.0,467.97,0,5567.97,May-21; May-21,5/28/2021,578.16,8500.0,0.0,0.0,9078.16
401,163477,2136,Match,Non_Exact,25.0,25.0,92000.0,3009.0,1800.0,5003.0,2040,6803,21-May,5/20/2021,1500.0,10200.0,0.0,0.0,11700.0
402,163478,2128,Match,Exact,25.0,25.0,50200.0,4002.0,5500.0,500.0,1664,6000,September-21; October-21; November-21,8/17/2021,0.0,3300.0,5500.0,0.0,8800.0
403,163479,2124,Match,Non_Exact,25.0,25.0,140300.0,6005.0,4500.0,2932.61,912,7432.61,September-20; May-21; June-21; July-21,5/27/2021,0.0,9000.0,0.0,0.0,9000.0
404,163480,2121,Match,Non_Exact,25.0,25.0,100400.0,3002.0,5400.0,4325.54,0,9725.54,June-21; July-21; August-21,6/17/2021,0.0,9449.0,1.0,0.0,9450.0
405,163481,2124,Match,Non_Exact,25.0,25.0,82100.0,3002.0,12000.0,4000.0,0,16000,21-May,5/20/2021,0.0,13441.0,0.0,0.0,13441.0
406,163482,2130,Match,Non_Exact,25.0,25.0,82100.0,3002.0,6000.0,0.0,0,6000,21-May,5/13/2021,0.0,0.0,6000.0,0.0,6000.0
407,163483,2121,Match,Non_Exact,25.0,25.0,92300.0,3007.0,7500.0,6800.0,2000,14300,21-May,5/20/2021,0.0,7500.0,0.0,0.0,7500.0
408,163484,2130,No_Match,0,0.0,0.0,120301.0,2000.0,3405.0,0.0,0,3405,May-21; July-21,5/27/2021,0.0,4137.5,0.0,0.0,4137.5
409,163485,2124,Match,Non_Exact,25.0,25.0,50400.0,1004.0,0.0,0.0,2904,0,January-21; February-21; March-21; May-21; June-21; July-21,5/25/2021,0.0,3600.0,0.0,0.0,3600.0
410,163486,2131,Match,Non_Exact,25.0,25.0,81900.0,4003.0,8900.0,0.0,897,8900,21-May,5/20/2021,0.0,6800.0,0.0,0.0,6800.0
411,163487,2136,Match,Non_Exact,25.0,25.0,101002.0,3016.0,5594.3,720.0,0,6314.3,21-May,5/20/2021,0.0,7200.0,0.0,0.0,7200.0
412,163488,2121,Match,Exact,25.0,25.0,90100.0,4000.0,3900.0,0.0,0,3900,21-May,5/20/2021,0.0,5200.0,0.0,0.0,5200.0
413,163489,2119,Match,Non_Exact,25.0,25.0,110401.0,1000.0,6150.0,0.0,0,6150,21-May,5/20/2021,0.0,7750.0,0.0,0.0,7750.0
414,163490,2121,Match,Non_Exact,25.0,25.0,10405.0,2000.0,6000.0,0.0,0,6000,0,7/15/2021,0.0,14002.14,0.0,0.0,14002.14
415,163491,2128,Match,Non_Exact,25.0,25.0,90100.0,5002.0,5100.0,3769.0,292,8869,April-21; May-21; June-21; July-21; August-21; September-21; October-21; November-21; December-21,9/8/2021,0.0,5100.0,8500.0,0.0,13600.0
416,163493,2122,Match,Non_Exact,25.0,25.0,50400.0,2006.0,3700.0,3600.0,1500,7300,January-21; April-21,4/22/2021,0.0,1500.0,0.0,0.0,1500.0
417,163495,2128,Match,Non_Exact,25.0,25.0,91700.0,1004.0,1056.0,0.0,500,1056,21-May,5/26/2021,1500.0,1056.0,1323.0,0.0,5287.0
418,163496,2136,Match,Non_Exact,25.0,25.0,140300.0,2006.0,6000.0,0.0,2000,6000,May-21; June-21; July-21,5/25/2021,0.0,12000.0,0.0,0.0,12000.0
419,163497,2131,Match,Non_Exact,25.0,25.0,81001.0,4003.0,4190.0,0.0,4000,4190,May-21; June-21; July-21,5/13/2021,0.0,8380.0,0.0,0.0,8380.0
420,163498,2136,No_Match,0,0.0,0.0,140202.0,3002.0,9574.0,0.0,0,9574,May-21; June-21; July-21,5/12/2021,0.0,13324.0,0.0,0.0,13324.0
421,163499,2118,Match,Non_Exact,25.0,25.0,110403.0,2002.0,3200.0,280.0,0,3480,21-Jun,7/19/2021,0.0,7400.0,0.0,0.0,7400.0
422,163500,2121,Match,Non_Exact,25.0,25.0,120301.0,2001.0,3000.0,7400.0,0,10400,December-20; June-21; July-21; August-21,5/28/2021,1500.0,6750.0,0.0,0.0,8250.0
423,163504,2134,Match,Non_Exact,25.0,25.0,60603.0,1005.0,1609.1,1439.12,2000,3048.22,May-21; June-21; July-21,5/20/2021,0.0,4476.0,0.0,0.0,4476.0
424,163505,2125,Match,Non_Exact,25.0,25.0,604.0,1005.0,4137.0,0.0,2000,4137,September-20; October-20; May-21; May-21; June-21,4/29/2021,0.0,9653.0,0.0,0.0,9653.0
425,163506,2128,Match,Non_Exact,25.0,25.0,92101.0,5009.0,4400.0,1160.0,2200,5560,May-21; June-21; July-21,5/20/2021,0.0,8800.0,0.0,0.0,8800.0
426,163507,2125,No_Match,0,0.0,0.0,91500.0,2005.0,15000.0,1500.0,2000,16500,21-May,5/20/2021,0.0,15000.0,0.0,0.0,15000.0
427,163508,2122,Match,Non_Exact,25.0,25.0,70402.0,1007.0,3685.0,858.0,0,4543,May-21; June-21; July-21,5/20/2021,0.0,15000.0,0.0,0.0,15000.0
428,163509,2115,Tie,0,0.0,0.0,10204.0,3007.0,989.0,0.0,1100,989,May-21; June-21; July-21; August-21,5/27/2021,0.0,4943.0,0.0,0.0,4943.0
429,163510,2124,Match,Non_Exact,25.0,25.0,51000.0,1000.0,4785.0,0.0,2500,4785,21-May,5/25/2021,0.0,4785.0,0.0,0.0,4785.0
430,163511,2124,Match,Exact,25.0,25.0,100400.0,1001.0,12950.0,5000.0,2000,17950,0,5/26/2021,1500.0,14450.0,0.0,0.0,15950.0
431,163512,2124,Match,Exact,25.0,25.0,92200.0,1010.0,8400.0,4106.0,1500,12506,21-Jun,5/25/2021,682.45,14682.45,0.0,0.0,15364.9
432,163515,2126,Match,Non_Exact,25.0,25.0,10403.0,1002.0,17920.0,0.0,2000,17920,21-May,5/5/2021,0.0,15000.0,0.0,0.0,15000.0
433,163517,2128,Match,Non_Exact,25.0,25.0,100300.0,3008.0,8400.0,2200.0,14269,10600,21-May,5/25/2021,700.0,14300.0,0.0,0.0,15000.0
434,163518,2124,Match,Non_Exact,25.0,25.0,50500.0,1003.0,6000.0,0.0,1500,6000,0,7/15/2021,0.0,7500.0,0.0,0.0,7500.0
435,163519,2124,Match,Non_Exact,25.0,25.0,50101.0,1002.0,4200.0,3833.0,1317.06,8033,May-21; June-21; July-21; August-21; September-21; October-21; November-21,7/6/2021,0.0,12600.0,303.45,0.0,16303.45
436,163520,2124,Match,Exact,25.0,25.0,100300.0,1006.0,6713.0,0.0,4416,6713,21-Apr,4/27/2021,0.0,6713.0,0.0,0.0,6713.0
437,163521,2116,Match,Non_Exact,25.0,25.0,100601.0,4003.0,5400.0,775.0,5359.96,6175,May-21; June-21; July-21; August-21,5/13/2021,1044.14,13955.86,0.0,0.0,15000.0
438,163523,2136,Match,Non_Exact,25.0,25.0,100800.0,6002.0,0.0,0.0,2800,0,June-21; July-21; August-21,6/4/2021,0.0,5524.0,0.0,0.0,5524.0
439,163525,2121,Match,Non_Exact,25.0,25.0,140105.0,1009.0,15.0,0.0,4000,15,21-Dec,5/12/2021,0.0,10850.0,0.0,0.0,10850.0
440,163526,2131,Match,Non_Exact,25.0,25.0,51000.0,2010.0,936.0,440.0,2600,1376,May-21; June-21; July-21,5/13/2021,634.23,4200.0,0.0,0.0,4834.23
441,163527,2118,Match,Non_Exact,25.0,25.0,50300.0,1010.0,15000.0,793.61,2800,15793.61,May-21; June-21,5/4/2021,871.31,6000.0,0.0,0.0,15124.8
442,163529,2126,Match,Non_Exact,25.0,25.0,110607.0,1003.0,1850.0,170.0,3480,2020,May-21; June-21; July-21,5/20/2021,0.0,5550.0,0.0,0.0,5550.0
443,163530,2119,Match,Non_Exact,25.0,25.0,110403.0,5002.0,5600.0,5100.0,2400,10700,21-Jun,6/3/2021,1500.0,4600.0,0.0,0.0,6100.0
444,163532,2115,Match,Non_Exact,25.0,25.0,70700.0,1010.0,2379.0,0.0,2800,2379,June-21; July-21; August-21,6/7/2021,0.0,4899.0,0.0,0.0,4899.0
445,163534,2119,Match,Exact,25.0,25.0,81400.0,1002.0,0.0,0.0,1376,0,0,7/15/2021,0.0,4817.01,0.0,0.0,4817.01
446,163535,2124,Match,Exact,25.0,25.0,100900.0,1000.0,6000.0,370.0,1200,6370,June-21; July-21; August-21,6/21/2021,251.83,14700.0,0.0,0.0,14951.83
447,163536,2132,No_Match,0,0.0,0.0,130406.0,2011.0,2700.0,0.0,0,2700,June-21; July-21; August-21,6/11/2021,0.0,5400.0,0.0,0.0,5400.0
448,163537,2124,No_Match,0,0.0,0.0,92300.0,2002.0,16900.0,855.5,1368,17755.5,21-May,5/25/2021,0.0,15000.0,0.0,0.0,15000.0
449,163538,2111,Match,Non_Exact,25.0,25.0,60604.0,1001.0,0.0,2651.06,0,2651.06,June-21; July-21,6/4/2021,0.0,4476.0,0.0,0.0,8197.85
450,163539,2121,Match,Non_Exact,25.0,25.0,50200.0,1006.0,1950.0,1365.0,3000,3315,May-21; July-21,5/27/2021,0.0,5850.0,0.0,0.0,5850.0
451,163541,2121,Match,Non_Exact,25.0,25.0,70202.0,1002.0,0.0,0.0,1523,0,February-21; March-21; April-21; July-21; August-21,6/11/2021,0.0,3600.0,0.0,0.0,3600.0
452,163543,2115,Match,Non_Exact,25.0,25.0,101002.0,2014.0,3200.0,600.0,1500,3800,21-May,5/13/2021,0.0,2800.0,0.0,0.0,2800.0
453,163544,2119,Tie,0,0.0,0.0,80100.0,2001.0,2000.0,648.0,4000,2648,0,8/27/2021,0.0,10600.0,5950.0,0.0,16550.0
454,163545,2124,Match,Non_Exact,25.0,25.0,140300.0,6002.0,4000.0,0.0,1000,4000,August-21; September-21; October-21,0,0.0,0.0,4000.0,0.0,4000.0
455,163546,2119,Match,Non_Exact,25.0,25.0,10404.0,3000.0,7531.0,0.0,1800,7531,21-May,5/20/2021,0.0,9383.46,0.0,0.0,9383.46
456,163547,2134,Match,Non_Exact,25.0,25.0,100400.0,2000.0,4900.0,493.13,0,5393.13,May-21; May-21; June-21; July-21,5/6/2021,0.0,4900.0,0.0,0.0,4900.0
457,163548,2128,Match,Non_Exact,25.0,25.0,81700.0,3004.0,4000.0,0.0,2500,4000,21-Apr,4/30/2021,0.0,4000.0,0.0,0.0,4000.0
458,163549,2135,Match,Non_Exact,25.0,25.0,604.0,1002.0,4425.0,1701.95,1600,6126.95,May-21; June-21; July-21,5/4/2021,1500.0,10325.0,0.0,0.0,15029.0
459,163550,2128,Match,Exact,25.0,25.0,51000.0,3002.0,7500.0,0.0,1400,7500,21-May,5/13/2021,0.0,7500.0,0.0,0.0,7500.0
460,163551,2124,Match,Non_Exact,25.0,25.0,506.0,1003.0,7500.0,0.0,2524,7500,May-21; June-21,6/8/2021,0.0,11250.0,0.0,0.0,11250.0
461,163552,2210,Match,Non_Exact,25.0,25.0,100500.0,4006.0,2400.0,0.0,2100,2400,May-21; June-21,5/13/2021,0.0,3222.0,0.0,0.0,3222.0
462,163553,2125,No_Match,0,0.0,0.0,90700.0,1008.0,2100.0,201.0,1900,2301,July-21; August-21; September-21; October-21,7/2/2021,0.0,4200.0,0.0,0.0,4200.0
463,163554,2124,Match,Non_Exact,25.0,25.0,61204.0,1018.0,4317.78,3885.08,2894,8202.86,May-21; June-21; July-21,5/27/2021,0.0,11028.78,0.0,0.0,11028.78
464,163555,2128,Match,Non_Exact,25.0,25.0,100500.0,3006.0,14400.0,2251.0,2400,16651,21-May,5/4/2021,0.0,15000.0,0.0,0.0,15000.0
465,163556,2111,Match,Non_Exact,25.0,25.0,50600.0,1005.0,4400.0,0.0,850,4400,June-21; July-21,5/27/2021,0.0,3300.0,0.0,0.0,3300.0
466,163558,2135,Match,Non_Exact,25.0,25.0,100900.0,4012.0,5400.0,2030.0,1800,7430,August-21; September-21; October-21,7/12/2021,1500.0,10800.0,0.0,0.0,14700.0
467,163559,2113,Match,Non_Exact,25.0,25.0,140202.0,3010.0,2500.0,0.0,3600,2500,June-21; July-21; August-21,6/4/2021,0.0,9900.0,0.0,0.0,9900.0
468,163560,2119,Match,Non_Exact,25.0,25.0,402.0,1005.0,0.0,0.0,1600,0,May-21; June-21,5/13/2021,0.0,5250.0,0.0,0.0,5250.0
469,163561,2134,Match,Non_Exact,25.0,25.0,30400.0,3000.0,6400.0,0.0,2000,6400,21-May,5/6/2021,0.0,6400.0,0.0,0.0,6400.0
470,163562,2132,Match,Non_Exact,25.0,25.0,81800.0,1003.0,10500.0,0.0,2800,10500,May-21; June-21,5/4/2021,0.0,14700.0,0.0,0.0,14700.0
471,163563,2128,Match,Non_Exact,25.0,25.0,101.0,2002.0,4100.0,393.0,2500,4493,May-21; June-21; July-21,5/4/2021,393.0,6899.0,1.0,0.0,7293.0
472,163564,2132,Match,Exact,25.0,25.0,130300.0,4009.0,2900.0,4000.0,2132,6900,21-May,5/20/2021,0.0,5259.0,0.0,0.0,5259.0
473,163565,2135,Match,Non_Exact,25.0,25.0,110201.0,1012.0,9000.0,1975.0,4200,10975,June-21; July-21; August-21; September-21,6/25/2021,0.0,13704.0,0.0,0.0,13704.0
474,163567,2136,Match,Non_Exact,25.0,25.0,202.0,3007.0,3694.0,0.0,1307.24,3694,June-21; August-21; September-21,7/8/2021,0.0,3694.0,1847.0,0.0,5939.21
475,163569,2120,Match,Non_Exact,25.0,25.0,140201.0,2009.0,7200.0,0.0,2610,7200,May-21; June-21; July-21,5/27/2021,0.0,11100.0,0.0,0.0,11100.0
476,163570,2128,Match,Non_Exact,25.0,25.0,91600.0,3005.0,5400.0,80.0,2800,5480,21-Jun,6/4/2021,0.0,5400.0,0.0,0.0,5400.0
477,163571,2210,Match,Non_Exact,25.0,25.0,100500.0,3000.0,0.0,1198.0,3600,1198,July-21; August-21,6/11/2021,0.0,8550.0,0.0,0.0,8550.0
478,163572,2135,Match,Non_Exact,25.0,25.0,51000.0,2010.0,1380.0,0.0,3000,1380,0,7/15/2021,0.0,9916.0,0.0,0.0,9916.0
479,163573,2121,Match,Non_Exact,25.0,25.0,61204.0,1018.0,617.0,0.0,1600,617,May-21; June-21,5/6/2021,0.0,4268.0,0.0,0.0,4268.0
480,163574,2210,Match,Non_Exact,25.0,25.0,82000.0,1003.0,2890.0,300.0,4000,3190,21-Jun,6/3/2021,657.17,4335.0,2890.0,0.0,13662.17
481,163577,2113,Match,Non_Exact,25.0,25.0,110106.0,1002.0,0.0,1052.61,0,1052.61,21-Jun,6/11/2021,1216.41,1216.41,0.0,0.0,2432.82
482,163578,2128,No_Match,0,0.0,0.0,50500.0,1006.0,0.0,509.08,0,509.08,June-21; July-21; August-21,6/17/2021,0.0,6400.0,1600.0,0.0,12800.0
483,163579,2128,Match,Non_Exact,25.0,25.0,81900.0,4000.0,2118.98,0.0,3877.88,2118.98,June-21; July-21; August-21,6/4/2021,0.0,7018.98,1.0,0.0,10694.98
484,163580,2125,No_Match,0,0.0,0.0,90700.0,4005.0,0.0,0.0,3676.5,0,June-21; July-21; August-21,6/4/2021,0.0,10612.0,0.0,0.0,10612.0
485,163581,2113,No_Match,0,0.0,0.0,30400.0,3003.0,5200.0,0.0,4000,5200,21-May,5/6/2021,0.0,0.0,5199.98,0.0,14299.98
486,163582,2119,Match,Non_Exact,25.0,25.0,50700.0,2004.0,15276.0,800.0,2580,16076,21-May,5/6/2021,0.0,15000.0,0.0,0.0,15000.0
487,163583,2127,Match,Non_Exact,25.0,25.0,110607.0,3000.0,1277.0,0.0,0,1277,June-21; July-21; August-21; September-21,6/25/2021,0.0,5108.0,0.0,0.0,5108.0
488,163584,2122,Tie,0,0.0,0.0,91600.0,2004.0,0.0,0.0,4300,0,June-21; July-21; August-21,6/4/2021,0.0,2800.0,0.0,0.0,2800.0
489,163585,2131,Match,Non_Exact,25.0,25.0,51200.0,3000.0,1950.0,0.0,1987,1950,June-21; July-21; August-21,6/4/2021,0.0,7800.0,0.0,0.0,15000.0
490,163586,2125,Match,Exact,25.0,25.0,90700.0,1003.0,1400.0,562.91,427,1962.91,June-21; July-21; August-21,6/1/2021,562.91,5600.0,0.0,0.0,6162.91
491,163587,2124,Match,Non_Exact,25.0,25.0,110501.0,3003.0,2050.0,1800.0,6000,3850,May-21; June-21; July-21,5/5/2021,1500.0,8200.0,0.0,0.0,9700.0
492,163588,2119,Tie,0,0.0,0.0,0.0,0.0,1134.5,571.22,0,1705.72,June-21; June-21; July-21; August-21,6/11/2021,571.22,4538.0,0.0,0.0,5109.22
493,163589,2124,Match,Non_Exact,25.0,25.0,701.0,2004.0,690.0,0.0,1500,690,June-21; July-21; August-21,6/2/2021,0.0,2760.0,0.0,0.0,4830.0
494,163590,2124,No_Match,0,0.0,0.0,100601.0,3008.0,0.0,4980.58,1880,4980.58,July-21; August-21; September-21; October-21,7/2/2021,0.0,4575.0,0.0,0.0,4575.0
495,163591,2119,No_Match,0,0.0,0.0,80500.0,1007.0,6400.0,218.0,1200,6618,February-21; March-21; April-21; June-21; July-21; August-21,6/3/2021,218.33,3954.0,1318.0,0.0,9444.33
496,163592,2124,Match,Non_Exact,25.0,25.0,80500.0,2002.0,12090.0,0.0,1006,12090,21-Jun,6/3/2021,0.0,12090.0,0.0,0.0,12090.0
497,163594,2210,Match,Non_Exact,25.0,25.0,81400.0,3003.0,4540.0,0.0,24500,4540,0,5/5/2021,0.0,4515.0,0.0,0.0,4515.0
498,163595,2130,Match,Non_Exact,25.0,25.0,92300.0,4004.0,5600.0,3700.0,4400,9300,June-21; July-21; August-21,6/22/2021,0.0,9800.0,0.0,0.0,9800.0
499,163596,2121,Match,Non_Exact,25.0,25.0,110105.0,1013.0,6000.0,0.0,2300,6000,21-May,5/20/2021,0.0,6000.0,0.0,0.0,6000.0
500,163598,2135,Match,Non_Exact,25.0,25.0,60601.0,1000.0,1525.0,0.0,3200,1525,21-Jun,6/17/2021,0.0,6100.0,0.0,0.0,6100.0
501,163599,2119,Match,Non_Exact,25.0,25.0,50700.0,2002.0,0.0,0.0,2000,0,October-20; December-20; January-21; June-21; July-21,6/11/2021,0.0,5850.0,0.0,0.0,5850.0
502,163601,2128,Match,Non_Exact,25.0,25.0,71101.0,2001.0,1360.0,0.0,500,1360,May-21; June-21,5/4/2021,0.0,2040.0,0.0,0.0,2040.0
503,163602,2132,Match,Non_Exact,25.0,25.0,81001.0,2003.0,4145.9,113.64,1526,4259.54,0,0,113.64,5277.0,0.0,0.0,5390.64
504,163606,2122,Match,Non_Exact,25.0,25.0,130406.0,3002.0,0.0,4547.18,2668,4547.18,0,0,0.0,0.0,0.0,1309.01,1309.01
505,163608,2125,Match,Non_Exact,25.0,25.0,92400.0,3006.0,746.07,0.0,3424,746.07,July-21; August-21,5/25/2021,0.0,6912.0,0.0,0.0,6912.0
506,163609,2124,Match,Non_Exact,25.0,25.0,92101.0,5004.0,1772.0,3046.44,2400,4818.44,June-21; July-21; August-21,6/15/2021,1500.0,4380.0,0.0,0.0,5880.0
507,163610,2121,Match,Non_Exact,25.0,25.0,91300.0,2008.0,6220.0,3300.0,2562.5,9520,21-May,5/20/2021,1500.0,6220.0,0.0,0.0,7720.0
508,163611,2119,Match,Non_Exact,25.0,25.0,50500.0,1006.0,4600.0,0.0,0,4600,May-21; June-21; July-21,5/25/2021,0.0,11500.0,0.0,0.0,11500.0
509,163612,2134,Match,Non_Exact,25.0,25.0,100500.0,3001.0,17000.0,0.0,1100,17000,21-Jun,6/17/2021,0.0,15000.0,0.0,0.0,15000.0
510,163613,2111,Tie,0,0.0,0.0,70202.0,1000.0,1902.04,400.0,0,2302.04,June-21; July-21; August-21,6/17/2021,0.0,4830.04,0.0,0.0,4830.04
511,163615,2130,Match,Non_Exact,25.0,25.0,140400.0,7007.0,2150.0,0.0,2000,2150,May-21; June-21; July-21,5/13/2021,0.0,6450.0,0.0,0.0,6450.0
512,163616,2115,Match,Non_Exact,25.0,25.0,90100.0,5004.0,4000.0,0.0,500,4000,June-21; July-21,6/4/2021,0.0,4850.0,0.0,0.0,4850.0
513,163617,2114,Match,Non_Exact,25.0,25.0,81101.0,2000.0,0.0,1200.0,3300,1200,May-21; May-21; June-21,5/28/2021,550.53,4640.89,0.0,0.0,5191.42
514,163618,2128,Match,Non_Exact,25.0,25.0,10500.0,1004.0,0.0,0.0,3844.2,0,July-20; August-20; September-20; July-21; August-21,6/11/2021,0.0,3954.0,0.0,0.0,7908.0
515,163619,2136,Match,Non_Exact,25.0,25.0,20305.0,1006.0,11479.0,1742.2,2600,13221.2,0,8/12/2021,0.0,0.0,13789.0,0.0,13789.0
516,163620,2124,Match,Non_Exact,25.0,25.0,102.0,2010.0,1492.0,0.0,3780,1492,June-21; July-21; August-21,6/8/2021,0.0,4476.0,0.0,0.0,4476.0
517,163622,2134,Match,Non_Exact,25.0,25.0,140201.0,2018.0,5000.0,1672.81,2820,6672.81,0,7/8/2021,0.0,9450.0,0.0,0.0,9450.0
518,163623,2126,Match,Non_Exact,25.0,25.0,80401.0,2008.0,962.0,26.0,0,988,July-21; August-21; September-21; October-21,7/2/2021,0.0,4221.0,0.0,0.0,4221.0
519,163624,2126,Match,Non_Exact,25.0,25.0,51000.0,2009.0,0.0,0.0,2750,0,July-21; August-21; September-21; October-21,6/21/2021,0.0,7323.0,0.0,0.0,10118.0
520,163625,2128,Match,Non_Exact,25.0,25.0,81900.0,2004.0,5325.0,0.0,0,5325,March-21; March-21; June-21; June-21; July-21; August-21,6/15/2021,0.0,10650.0,0.0,0.0,10650.0
521,163626,2130,Match,Non_Exact,25.0,25.0,61203.0,1007.0,1492.0,350.0,0,1842,0,7/8/2021,0.0,7460.0,0.0,0.0,7460.0
522,163627,2125,Match,Non_Exact,25.0,25.0,51000.0,1003.0,2400.0,0.0,2800,2400,June-21; July-21; August-21,6/28/2021,0.0,9600.0,0.0,0.0,15000.0
523,163629,2130,Match,Exact,25.0,25.0,110105.0,1004.0,1400.0,0.0,4166,1400,0,0,0.0,1400.0,0.0,0.0,1400.0
524,163630,2136,Match,Non_Exact,25.0,25.0,90300.0,2002.0,1500.0,0.0,0,1500,21-Jul,7/2/2021,0.0,2680.47,0.0,0.0,2680.47
525,163631,2136,Match,Non_Exact,25.0,25.0,91900.0,1001.0,8000.0,5247.52,4959,13247.52,June-21; July-21; August-21; September-21,6/21/2021,1000.0,14000.0,0.0,0.0,15000.0
526,163632,2118,Match,Non_Exact,25.0,25.0,81200.0,2000.0,1373.0,112.25,570,1485.25,June-21; July-21; August-21; September-21,6/21/2021,0.0,5492.75,1.0,0.0,11066.36
527,163633,2121,Match,Non_Exact,25.0,25.0,140400.0,5013.0,1000.0,0.0,636,1000,August-21; September-21; October-21,6/28/2021,0.0,5000.0,0.0,0.0,5000.0
528,163634,2128,Match,Non_Exact,25.0,25.0,110104.0,2008.0,0.0,0.0,2200,0,0,7/8/2021,0.0,8800.0,0.0,0.0,8800.0
