zip code,counts
2108,114
2109,121
2110,107
2111,153
2113,100
2114,122
2115,213
2116,265
2118,139
2119,74
2120,46
2121,30
2122,73
2124,86
2125,91
2126,44
2127,140
2128,241
2129,50
2130,113
2131,77
2132,64
2134,166
2135,142
2136,47
2163,7
2199,27
2201,3
2203,1
2210,130
2215,334
2467,7
