id,notes,original_zip,manual_match_zip,match,match_kind,state_code,county_code,tract_code,block_code,Rental Relief Fund: How much rent do you owe due to COVID-19,Rental Relief Fund: How much do you owe on utilities listed?,Rental Relief Fund: Total Monthly Income all sources,Rental Relief Gap,Months of Assistance Awarded,Date of Final Decision,Utility Payments - Amount obtained ($),Future Stipend - Amount obtained ($),Rental Arrears - Amount obtained ($),Moving Costs - Amount obtained ($),Total RRF Award
163519,,2124,,Match,Non_Exact,25,25,50101,1002,"$4,200.00 ","$3,833.00 ","$1,317.06 ","$8,033.00 ",May-21; June-21; July-21; August-21; September-21; October-21; November-21,7/6/21,,"$12,600.00 ",$303.45 ,,"$16,303.45 "
163520,,2124,,Match,Exact,25,25,100300,1006,"$6,713.00 ",$0.00 ,"$4,416.00 ","$6,713.00 ",21-Apr,4/27/21,,"$6,713.00 ",,,"$6,713.00 "
163521,,2116,,Match,Non_Exact,25,25,100601,4003,"$5,400.00 ",$775.00 ,"$5,359.96 ","$6,175.00 ",May-21; June-21; July-21; August-21,5/13/21,"$1,044.14 ","$13,955.86 ",,,"$15,000.00 "
163523,,2136,,Match,Non_Exact,25,25,100800,6002,$0.00 ,$0.00 ,"$2,800.00 ",$0.00 ,June-21; July-21; August-21,6/4/21,,"$5,524.00 ",,,"$5,524.00 "
163525,,2121,,Match,Non_Exact,25,25,140105,1009,$15.00 ,$0.00 ,"$4,000.00 ",$15.00 ,21-Dec,5/12/21,,"$10,850.00 ",,,"$10,850.00 "
163526,,2131,,Match,Non_Exact,25,25,51000,2010,$936.00 ,$440.00 ,"$2,600.00 ","$1,376.00 ",May-21; June-21; July-21,5/13/21,$634.23 ,"$4,200.00 ",,,"$4,834.23 "
163527,,2118,,Match,Non_Exact,25,25,50300,1010,"$15,000.00 ",$793.61 ,"$2,800.00 ","$15,793.61 ",May-21; June-21,5/4/21,$871.31 ,"$6,000.00 ",,,"$15,124.80 "
163529,,2126,,Match,Non_Exact,25,25,110607,1003,"$1,850.00 ",$170.00 ,"$3,480.00 ","$2,020.00 ",May-21; June-21; July-21,5/20/21,,"$5,550.00 ",,,"$5,550.00 "
163530,,2119,,Match,Non_Exact,25,25,110403,5002,"$5,600.00 ","$5,100.00 ","$2,400.00 ","$10,700.00 ",21-Jun,6/3/21,"$1,500.00 ","$4,600.00 ",,,"$6,100.00 "
163532,,2115,,Match,Non_Exact,25,25,70700,1010,"$2,379.00 ",$0.00 ,"$2,800.00 ","$2,379.00 ",June-21; July-21; August-21,6/7/21,,"$4,899.00 ",,,"$4,899.00 "
163534,,2119,,Match,Exact,25,25,81400,1002,$0.00 ,$0.00 ,"$1,376.00 ",$0.00 ,,7/15/21,,"$4,817.01 ",,,"$4,817.01 "
163535,,2124,,Match,Exact,25,25,100900,1000,"$6,000.00 ",$370.00 ,"$1,200.00 ","$6,370.00 ",June-21; July-21; August-21,6/21/21,$251.83 ,"$14,700.00 ",,,"$14,951.83 "
163536,,,2132,No_Match,,,,130406,2011,"$2,700.00 ",$0.00 ,$0.00 ,"$2,700.00 ",June-21; July-21; August-21,6/11/21,,"$5,400.00 ",,,"$5,400.00 "
163537,,,2124,No_Match,,,,92300,2002,"$16,900.00 ",$855.50 ,"$1,368.00 ","$17,755.50 ",21-May,5/25/21,,"$15,000.00 ",,,"$15,000.00 "
163538,,2111,,Match,Non_Exact,25,25,60604,1001,$0.00 ,"$2,651.06 ",$0.00 ,"$2,651.06 ",June-21; July-21,6/4/21,,"$4,476.00 ",,,"$8,197.85 "
163539,,2121,,Match,Non_Exact,25,25,50200,1006,"$1,950.00 ","$1,365.00 ","$3,000.00 ","$3,315.00 ",May-21; July-21,5/27/21,,"$5,850.00 ",,,"$5,850.00 "
163541,,2121,,Match,Non_Exact,25,25,70202,1002,$0.00 ,$0.00 ,"$1,523.00 ",$0.00 ,February-21; March-21; April-21; July-21; August-21,6/11/21,,"$3,600.00 ",,,"$3,600.00 "
163543,,2115,,Match,Non_Exact,25,25,101002,2014,"$3,200.00 ",$600.00 ,"$1,500.00 ","$3,800.00 ",21-May,5/13/21,,"$2,800.00 ",,,"$2,800.00 "
163544,,,2119,Tie,,,,80100,2001,"$2,000.00 ",$648.00 ,"$4,000.00 ","$2,648.00 ",,8/27/21,,"$10,600.00 ","$5,950.00 ",,"$16,550.00 "
163545,,2124,,Match,Non_Exact,25,25,140300,6002,"$4,000.00 ",$0.00 ,"$1,000.00 ","$4,000.00 ",August-21; September-21; October-21,,,,"$4,000.00 ",,"$4,000.00 "
163546,,2119,,Match,Non_Exact,25,25,10404,3000,"$7,531.00 ",$0.00 ,"$1,800.00 ","$7,531.00 ",21-May,5/20/21,,"$9,383.46 ",,,"$9,383.46 "
163547,,2134,,Match,Non_Exact,25,25,100400,2000,"$4,900.00 ",$493.13 ,$0.00 ,"$5,393.13 ",May-21; May-21; June-21; July-21,5/6/21,,"$4,900.00 ",,,"$4,900.00 "
163548,,2128,,Match,Non_Exact,25,25,81700,3004,"$4,000.00 ",$0.00 ,"$2,500.00 ","$4,000.00 ",21-Apr,4/30/21,,"$4,000.00 ",,,"$4,000.00 "
163549,,2135,,Match,Non_Exact,25,25,604,1002,"$4,425.00 ","$1,701.95 ","$1,600.00 ","$6,126.95 ",May-21; June-21; July-21,5/4/21,"$1,500.00 ","$10,325.00 ",,,"$15,029.00 "
163550,,2128,,Match,Exact,25,25,51000,3002,"$7,500.00 ",$0.00 ,"$1,400.00 ","$7,500.00 ",21-May,5/13/21,,"$7,500.00 ",,,"$7,500.00 "
163551,,2124,,Match,Non_Exact,25,25,506,1003,"$7,500.00 ",$0.00 ,"$2,524.00 ","$7,500.00 ",May-21; June-21,6/8/21,,"$11,250.00 ",,,"$11,250.00 "
163552,,2210,,Match,Non_Exact,25,25,100500,4006,"$2,400.00 ",$0.00 ,"$2,100.00 ","$2,400.00 ",May-21; June-21,5/13/21,$0.00 ,"$3,222.00 ",,,"$3,222.00 "
163553,,,2125,No_Match,,,,90700,1008,"$2,100.00 ",$201.00 ,"$1,900.00 ","$2,301.00 ",July-21; August-21; September-21; October-21,7/2/21,,"$4,200.00 ",,,"$4,200.00 "
163554,,2124,,Match,Non_Exact,25,25,61204,1018,"$4,317.78 ","$3,885.08 ","$2,894.00 ","$8,202.86 ",May-21; June-21; July-21,5/27/21,,"$11,028.78 ",,,"$11,028.78 "
163555,,2128,,Match,Non_Exact,25,25,100500,3006,"$14,400.00 ","$2,251.00 ","$2,400.00 ","$16,651.00 ",21-May,5/4/21,,"$15,000.00 ",,,"$15,000.00 "
163556,,2111,,Match,Non_Exact,25,25,50600,1005,"$4,400.00 ",$0.00 ,$850.00 ,"$4,400.00 ",June-21; July-21,5/27/21,,"$3,300.00 ",,,"$3,300.00 "
163558,,2135,,Match,Non_Exact,25,25,100900,4012,"$5,400.00 ","$2,030.00 ","$1,800.00 ","$7,430.00 ",August-21; September-21; October-21,7/12/21,"$1,500.00 ","$10,800.00 ",,,"$14,700.00 "
163559,,2113,,Match,Non_Exact,25,25,140202,3010,"$2,500.00 ",$0.00 ,"$3,600.00 ","$2,500.00 ",June-21; July-21; August-21,6/4/21,,"$9,900.00 ",,,"$9,900.00 "
163560,,2119,,Match,Non_Exact,25,25,402,1005,$0.00 ,$0.00 ,"$1,600.00 ",$0.00 ,May-21; June-21,5/13/21,$0.00 ,"$5,250.00 ",,,"$5,250.00 "
163561,,2134,,Match,Non_Exact,25,25,30400,3000,"$6,400.00 ",$0.00 ,"$2,000.00 ","$6,400.00 ",21-May,5/6/21,,"$6,400.00 ",,,"$6,400.00 "
163562,,2132,,Match,Non_Exact,25,25,81800,1003,"$10,500.00 ",$0.00 ,"$2,800.00 ","$10,500.00 ",May-21; June-21,5/4/21,,"$14,700.00 ",,,"$14,700.00 "
163563,,2128,,Match,Non_Exact,25,25,101,2002,"$4,100.00 ",$393.00 ,"$2,500.00 ","$4,493.00 ",May-21; June-21; July-21,5/4/21,$393.00 ,"$6,899.00 ",$1.00 ,,"$7,293.00 "
163564,,2132,,Match,Exact,25,25,130300,4009,"$2,900.00 ","$4,000.00 ","$2,132.00 ","$6,900.00 ",21-May,5/20/21,,"$5,259.00 ",,,"$5,259.00 "
163565,,2135,,Match,Non_Exact,25,25,110201,1012,"$9,000.00 ","$1,975.00 ","$4,200.00 ","$10,975.00 ",June-21; July-21; August-21; September-21,6/25/21,,"$13,704.00 ",,,"$13,704.00 "
163567,,2136,,Match,Non_Exact,25,25,202,3007,"$3,694.00 ",$0.00 ,"$1,307.24 ","$3,694.00 ",June-21; August-21; September-21,7/8/21,,"$3,694.00 ","$1,847.00 ",,"$5,939.21 "
163569,,2120,,Match,Non_Exact,25,25,140201,2009,"$7,200.00 ",$0.00 ,"$2,610.00 ","$7,200.00 ",May-21; June-21; July-21,5/27/21,,"$11,100.00 ",,,"$11,100.00 "
163570,,2128,,Match,Non_Exact,25,25,91600,3005,"$5,400.00 ",$80.00 ,"$2,800.00 ","$5,480.00 ",21-Jun,6/4/21,,"$5,400.00 ",,,"$5,400.00 "
163571,,2210,,Match,Non_Exact,25,25,100500,3000,$0.00 ,"$1,198.00 ","$3,600.00 ","$1,198.00 ",July-21; August-21,6/11/21,,"$8,550.00 ",,,"$8,550.00 "
163572,,2135,,Match,Non_Exact,25,25,51000,2010,"$1,380.00 ",$0.00 ,"$3,000.00 ","$1,380.00 ",,7/15/21,,"$9,916.00 ",,,"$9,916.00 "
163573,,2121,,Match,Non_Exact,25,25,61204,1018,$617.00 ,$0.00 ,"$1,600.00 ",$617.00 ,May-21; June-21,5/6/21,,"$4,268.00 ",,,"$4,268.00 "
163574,,2210,,Match,Non_Exact,25,25,82000,1003,"$2,890.00 ",$300.00 ,"$4,000.00 ","$3,190.00 ",21-Jun,6/3/21,$657.17 ,"$4,335.00 ","$2,890.00 ",,"$13,662.17 "
163577,,2113,,Match,Non_Exact,25,25,110106,1002,$0.00 ,"$1,052.61 ",$0.00 ,"$1,052.61 ",21-Jun,6/11/21,"$1,216.41 ","$1,216.41 ",,,"$2,432.82 "
163578,,,2128,No_Match,,,,50500,1006,,$509.08 ,$0.00 ,$509.08 ,June-21; July-21; August-21,6/17/21,,"$6,400.00 ","$1,600.00 ",,"$12,800.00 "
163579,,2128,,Match,Non_Exact,25,25,81900,4000,"$2,118.98 ",$0.00 ,"$3,877.88 ","$2,118.98 ",June-21; July-21; August-21,6/4/21,,"$7,018.98 ",$1.00 ,,"$10,694.98 "
163580,,,2125,No_Match,,,,90700,4005,$0.00 ,$0.00 ,"$3,676.50 ",$0.00 ,June-21; July-21; August-21,6/4/21,,"$10,612.00 ",,,"$10,612.00 "
163581,,,2113,No_Match,,,,30400,3003,"$5,200.00 ",$0.00 ,"$4,000.00 ","$5,200.00 ",21-May,5/6/21,,,"$5,199.98 ",,"$14,299.98 "
163582,,2119,,Match,Non_Exact,25,25,50700,2004,"$15,276.00 ",$800.00 ,"$2,580.00 ","$16,076.00 ",21-May,5/6/21,,"$15,000.00 ",,,"$15,000.00 "
163583,,2127,,Match,Non_Exact,25,25,110607,3000,"$1,277.00 ",$0.00 ,$0.00 ,"$1,277.00 ",June-21; July-21; August-21; September-21,6/25/21,,"$5,108.00 ",,,"$5,108.00 "
163584,,,2122,Tie,,,,91600,2004,$0.00 ,$0.00 ,"$4,300.00 ",$0.00 ,June-21; July-21; August-21,6/4/21,,"$2,800.00 ",,,"$2,800.00 "
163585,,2131,,Match,Non_Exact,25,25,51200,3000,"$1,950.00 ",$0.00 ,"$1,987.00 ","$1,950.00 ",June-21; July-21; August-21,6/4/21,,"$7,800.00 ",,,"$15,000.00 "
163586,,2125,,Match,Exact,25,25,90700,1003,"$1,400.00 ",$562.91 ,$427.00 ,"$1,962.91 ",June-21; July-21; August-21,6/1/21,$562.91 ,"$5,600.00 ",,,"$6,162.91 "
163587,,2124,,Match,Non_Exact,25,25,110501,3003,"$2,050.00 ","$1,800.00 ","$6,000.00 ","$3,850.00 ",May-21; June-21; July-21,5/5/21,"$1,500.00 ","$8,200.00 ",,,"$9,700.00 "
163588,multiple possible matches across multiple zipcodes ,2119,,Tie,,,,,,"$1,134.50 ",$571.22 ,$0.00 ,"$1,705.72 ",June-21; June-21; July-21; August-21,6/11/21,$571.22 ,"$4,538.00 ",,,"$5,109.22 "
163589,,2124,,Match,Non_Exact,25,25,701,2004,$690.00 ,$0.00 ,"$1,500.00 ",$690.00 ,June-21; July-21; August-21,6/2/21,,"$2,760.00 ",,,"$4,830.00 "
163590,,,2124,No_Match,,,,100601,3008,$0.00 ,"$4,980.58 ","$1,880.00 ","$4,980.58 ",July-21; August-21; September-21; October-21,7/2/21,,"$4,575.00 ",,,"$4,575.00 "
163591,,,2119,No_Match,,,,80500,1007,"$6,400.00 ",$218.00 ,"$1,200.00 ","$6,618.00 ",February-21; March-21; April-21; June-21; July-21; August-21,6/3/21,$218.33 ,"$3,954.00 ","$1,318.00 ",,"$9,444.33 "
163592,,2124,,Match,Non_Exact,25,25,80500,2002,"$12,090.00 ",$0.00 ,"$1,006.00 ","$12,090.00 ",21-Jun,6/3/21,,"$12,090.00 ",,,"$12,090.00 "
163594,,2210,,Match,Non_Exact,25,25,81400,3003,"$4,540.00 ",$0.00 ,"$24,500.00 ","$4,540.00 ",,5/5/21,,"$4,515.00 ",,,"$4,515.00 "
163595,,2130,,Match,Non_Exact,25,25,92300,4004,"$5,600.00 ","$3,700.00 ","$4,400.00 ","$9,300.00 ",June-21; July-21; August-21,6/22/21,,"$9,800.00 ",,,"$9,800.00 "
163596,,2121,,Match,Non_Exact,25,25,110105,1013,"$6,000.00 ",$0.00 ,"$2,300.00 ","$6,000.00 ",21-May,5/20/21,,"$6,000.00 ",,,"$6,000.00 "
163598,,2135,,Match,Non_Exact,25,25,60601,1000,"$1,525.00 ",$0.00 ,"$3,200.00 ","$1,525.00 ",21-Jun,6/17/21,,"$6,100.00 ",,,"$6,100.00 "
163599,,2119,,Match,Non_Exact,25,25,50700,2002,$0.00 ,$0.00 ,"$2,000.00 ",$0.00 ,October-20; December-20; January-21; June-21; July-21,6/11/21,,"$5,850.00 ",,,"$5,850.00 "
163601,,2128,,Match,Non_Exact,25,25,71101,2001,"$1,360.00 ",$0.00 ,$500.00 ,"$1,360.00 ",May-21; June-21,5/4/21,,"$2,040.00 ",,,"$2,040.00 "
163602,,2132,,Match,Non_Exact,25,25,81001,2003,"$4,145.90 ",$113.64 ,"$1,526.00 ","$4,259.54 ",,,$113.64 ,"$5,277.00 ",,,"$5,390.64 "
163606,,2122,,Match,Non_Exact,25,25,130406,3002,$0.00 ,"$4,547.18 ","$2,668.00 ","$4,547.18 ",,,,,,"$1,309.01 ","$1,309.01 "
163608,,2125,,Match,Non_Exact,25,25,92400,3006,$746.07 ,$0.00 ,"$3,424.00 ",$746.07 ,July-21; August-21,5/25/21,,"$6,912.00 ",,,"$6,912.00 "
163609,,2124,,Match,Non_Exact,25,25,92101,5004,"$1,772.00 ","$3,046.44 ","$2,400.00 ","$4,818.44 ",June-21; July-21; August-21,6/15/21,"$1,500.00 ","$4,380.00 ",,,"$5,880.00 "
163610,,2121,,Match,Non_Exact,25,25,91300,2008,"$6,220.00 ","$3,300.00 ","$2,562.50 ","$9,520.00 ",21-May,5/20/21,"$1,500.00 ","$6,220.00 ",,,"$7,720.00 "
163611,,2119,,Match,Non_Exact,25,25,50500,1006,"$4,600.00 ",$0.00 ,$0.00 ,"$4,600.00 ",May-21; June-21; July-21,5/25/21,,"$11,500.00 ",,,"$11,500.00 "
163612,,2134,,Match,Non_Exact,25,25,100500,3001,"$17,000.00 ",$0.00 ,"$1,100.00 ","$17,000.00 ",21-Jun,6/17/21,,"$15,000.00 ",,,"$15,000.00 "
163613,,,2111,Tie,,,,70202,1000,"$1,902.04 ",$400.00 ,$0.00 ,"$2,302.04 ",June-21; July-21; August-21,6/17/21,,"$4,830.04 ",,,"$4,830.04 "
163615,,2130,,Match,Non_Exact,25,25,140400,7007,"$2,150.00 ",$0.00 ,"$2,000.00 ","$2,150.00 ",May-21; June-21; July-21,5/13/21,,"$6,450.00 ",,,"$6,450.00 "
163616,,2115,,Match,Non_Exact,25,25,90100,5004,"$4,000.00 ",$0.00 ,$500.00 ,"$4,000.00 ",June-21; July-21,6/4/21,,"$4,850.00 ",,,"$4,850.00 "
163617,,2114,,Match,Non_Exact,25,25,81101,2000,$0.00 ,"$1,200.00 ","$3,300.00 ","$1,200.00 ",May-21; May-21; June-21,5/28/21,$550.53 ,"$4,640.89 ",,,"$5,191.42 "
163618,,2128,,Match,Non_Exact,25,25,10500,1004,$0.00 ,$0.00 ,"$3,844.20 ",$0.00 ,July-20; August-20; September-20; July-21; August-21,6/11/21,,"$3,954.00 ",,,"$7,908.00 "
163619,,2136,,Match,Non_Exact,25,25,20305,1006,"$11,479.00 ","$1,742.20 ","$2,600.00 ","$13,221.20 ",,8/12/21,,,"$13,789.00 ",,"$13,789.00 "
163620,,2124,,Match,Non_Exact,25,25,102,2010,"$1,492.00 ",$0.00 ,"$3,780.00 ","$1,492.00 ",June-21; July-21; August-21,6/8/21,,"$4,476.00 ",,,"$4,476.00 "
163622,,2134,,Match,Non_Exact,25,25,140201,2018,"$5,000.00 ","$1,672.81 ","$2,820.00 ","$6,672.81 ",,7/8/21,,"$9,450.00 ",,,"$9,450.00 "
163623,,2126,,Match,Non_Exact,25,25,80401,2008,$962.00 ,$26.00 ,$0.00 ,$988.00 ,July-21; August-21; September-21; October-21,7/2/21,,"$4,221.00 ",,,"$4,221.00 "
163624,,2126,,Match,Non_Exact,25,25,51000,2009,$0.00 ,$0.00 ,"$2,750.00 ",$0.00 ,July-21; August-21; September-21; October-21,6/21/21,,"$7,323.00 ",,,"$10,118.00 "
163625,,2128,,Match,Non_Exact,25,25,81900,2004,"$5,325.00 ",$0.00 ,$0.00 ,"$5,325.00 ",March-21; March-21; June-21; June-21; July-21; August-21,6/15/21,,"$10,650.00 ",,,"$10,650.00 "
163626,,2130,,Match,Non_Exact,25,25,61203,1007,"$1,492.00 ",$350.00 ,$0.00 ,"$1,842.00 ",,7/8/21,,"$7,460.00 ",,,"$7,460.00 "
163627,,2125,,Match,Non_Exact,25,25,51000,1003,"$2,400.00 ",$0.00 ,"$2,800.00 ","$2,400.00 ",June-21; July-21; August-21,6/28/21,,"$9,600.00 ",,,"$15,000.00 "
163629,,2130,,Match,Exact,25,25,110105,1004,"$1,400.00 ",$0.00 ,"$4,166.00 ","$1,400.00 ",,,,"$1,400.00 ",,,"$1,400.00 "
163630,,2136,,Match,Non_Exact,25,25,90300,2002,"$1,500.00 ",$0.00 ,$0.00 ,"$1,500.00 ",21-Jul,7/2/21,,"$2,680.47 ",,,"$2,680.47 "
163631,,2136,,Match,Non_Exact,25,25,91900,1001,"$8,000.00 ","$5,247.52 ","$4,959.00 ","$13,247.52 ",June-21; July-21; August-21; September-21,6/21/21,"$1,000.00 ","$14,000.00 ",,,"$15,000.00 "
163632,,2118,,Match,Non_Exact,25,25,81200,2000,"$1,373.00 ",$112.25 ,$570.00 ,"$1,485.25 ",June-21; July-21; August-21; September-21,6/21/21,,"$5,492.75 ",$1.00 ,,"$11,066.36 "
163633,,2121,,Match,Non_Exact,25,25,140400,5013,"$1,000.00 ",$0.00 ,$636.00 ,"$1,000.00 ",August-21; September-21; October-21,6/28/21,,"$5,000.00 ",,,"$5,000.00 "
163634,,2128,,Match,Non_Exact,25,25,110104,2008,$0.00 ,$0.00 ,"$2,200.00 ",$0.00 ,,7/8/21,,"$8,800.00 ",,,"$8,800.00 "
163635,,2125,,Match,Non_Exact,25,25,80401,1000,"$1,307.00 ",$0.00 ,"$3,240.00 ","$1,307.00 ",June-21; July-21; August-21; September-21,6/21/21,,"$5,228.00 ",,,"$5,228.00 "
163636,,2135,,Match,Non_Exact,25,25,50600,1003,$0.00 ,$0.00 ,"$1,300.00 ",$0.00 ,July-21; August-21; September-21,6/21/21,,"$2,625.00 ",,,"$2,625.00 "
163637,,2120,,Match,Non_Exact,25,25,81900,2005,$0.00 ,$511.56 ,$0.00 ,$511.56 ,July-21; August-21; September-21,7/2/21,,"$4,500.00 ",,,"$4,500.00 "
163638,,,2121,No_Match,,,,82100,1006,$0.00 ,$639.00 ,"$2,200.00 ",$639.00 ,,8/20/21,,,,"$2,347.00 ","$2,347.00 "
163639,,2121,,Match,Non_Exact,25,25,80801,2005,$577.00 ,$0.00 ,"$4,000.00 ",$577.00 ,July-21; August-21; September-21,6/25/21,,"$2,308.00 ",,,"$2,308.00 "
163640,,2128,,Match,Exact,25,25,51000,1010,$0.00 ,$0.00 ,"$2,839.00 ",$0.00 ,July-21; August-21; September-21,8/12/21,,"$5,000.00 ","$4,000.00 ",,"$9,000.00 "
163641,,2124,,Match,Non_Exact,25,25,82100,2002,"$2,369.00 ","$5,650.39 ","$2,843.00 ","$8,019.39 ",July-21; August-21; September-21; October-21,7/26/21,,"$7,107.00 ","$2,369.00 ",,"$15,000.00 "
163642,,2129,,Match,Non_Exact,25,25,92000,1000,"$1,299.74 ","$3,075.00 ",$528.00 ,"$4,374.74 ",21-Jul,6/28/21,"$1,500.00 ","$1,299.74 ",,,"$2,799.74 "
163644,,2113,,Match,Non_Exact,25,25,100500,4000,$0.00 ,$550.00 ,"$4,200.00 ",$550.00 ,,7/15/21,,"$6,542.00 ",,,"$6,542.00 "
163646,,2122,,Match,Non_Exact,25,25,81200,2000,"$3,178.00 ",$0.00 ,"$1,908.45 ","$3,178.00 ",,6/28/21,,"$3,178.00 ",,,"$3,178.00 "
163650,,2120,,Match,Non_Exact,25,25,81700,4003,"$2,380.00 ","$3,689.02 ","$1,126.00 ","$6,069.02 ",,7/6/21,,"$2,380.00 ",,,"$2,380.00 "
163651,,2116,,Match,Exact,25,25,70202,1006,"$1,775.00 ",$0.00 ,"$3,264.00 ","$1,775.00 ",July-21; August-21; September-21; October-21,6/28/21,,"$7,100.00 ",,,"$10,650.00 "
163652,,2121,,Match,Non_Exact,25,25,81400,4005,"$4,972.00 ",$420.97 ,"$1,256.00 ","$5,392.97 ",August-21; September-21; October-21,6/28/21,$420.97 ,"$8,701.00 ",,,"$9,121.97 "
163653,,2119,,Match,Non_Exact,25,25,170302,3011,"$4,360.00 ",$365.00 ,"$2,438.10 ","$4,725.00 ",August-21; September-21; October-21,8/17/21,,"$6,540.00 ","$4,360.00 ",,"$10,900.00 "
163654,,2125,,Match,Non_Exact,25,25,90200,1005,"$1,700.00 ",$0.00 ,"$2,076.00 ","$1,700.00 ",July-21; August-21; September-21; October-21,,,"$6,800.00 ",,,"$6,800.00 "
163657,,2210,,Match,Non_Exact,25,25,90700,4010,"$2,250.00 ",$387.00 ,$396.00 ,"$2,637.00 ",21-Jul,7/8/21,,,"$3,000.00 ",,"$4,924.11 "
163661,,2124,,Match,Non_Exact,25,25,40401,1013,$0.00 ,$0.00 ,"$1,400.00 ",$0.00 ,,7/15/21,,"$3,312.00 ",,,"$3,312.00 "
163663,,2124,,Match,Exact,25,25,100400,2002,"$1,650.00 ","$4,252.74 ","$3,594.92 ","$5,902.74 ",June-21; July-21,7/15/21,"$1,500.00 ","$8,250.00 ",,,"$9,750.00 "
163664,,2124,,Match,Non_Exact,25,25,50600,1003,$0.00 ,$0.00 ,"$1,734.00 ",$0.00 ,September-20; October-21,8/5/21,,"$1,450.00 ",,,"$1,450.00 "
163665,,2124,,Match,Exact,25,25,92300,2004,"$4,000.00 ",$400.00 ,$810.00 ,"$4,400.00 ",April-21; May-21; June-21; July-21,7/12/21,$189.23 ,"$11,500.00 ",,,"$11,689.23 "
163666,,2121,,Match,Non_Exact,25,25,100500,5005,"$2,984.00 ",$0.00 ,"$3,500.00 ","$2,984.00 ",August-21; September-21; November-21,7/6/21,,"$2,984.00 ",,,"$2,984.00 "
163668,,2119,,Match,Non_Exact,25,25,90100,4004,"$7,700.00 ",$542.67 ,"$4,000.00 ","$8,242.67 ",July-21; August-21; September-21; October-21,6/30/21,$700.00 ,"$14,300.00 ",,,"$15,000.00 "
163669,,2121,,Match,Non_Exact,25,25,92400,1004,"$2,965.00 ",$0.00 ,"$4,000.00 ","$2,965.00 ",,7/8/21,,"$2,965.00 ",,,"$2,965.00 "
163671,,2124,,Match,Non_Exact,25,25,82100,3004,$0.00 ,$0.00 ,"$2,000.00 ",$0.00 ,July-21; August-21; September-21,8/12/21,,"$2,424.72 ",,,"$2,424.72 "
163672,,2136,,Match,Non_Exact,25,25,82100,3000,"$1,700.00 ","$1,800.00 ","$1,700.00 ","$3,500.00 ",,7/15/21,,"$2,821.63 ",,,"$2,821.63 "
163674,,2128,,Match,Non_Exact,25,25,100500,5011,$0.00 ,$0.00 ,$0.00 ,$0.00 ,,7/8/21,,"$6,200.00 ",,,"$6,200.00 "
163675,,2136,,Match,Exact,25,25,140105,2006,$122.98 ,$200.00 ,"$1,600.00 ",$322.98 ,November-20; July-21; August-21,8/12/21,,,$191.69 ,,$191.69 
163676,,2128,,Match,Non_Exact,25,25,140300,2008,$600.00 ,$179.92 ,"$5,090.00 ",$779.92 ,July-21; August-21; September-21; October-21,7/15/21,,"$4,300.00 ",,,"$4,300.00 "
163678,,2121,,Match,Non_Exact,25,25,50400,2004,$0.00 ,"$1,100.00 ","$2,468.00 ","$1,100.00 ",,7/7/21,"$1,358.81 ",,,,"$1,358.81 "
163679,,2125,,Match,Non_Exact,25,25,10802,3002,"$4,700.00 ",$505.35 ,"$1,148.10 ","$5,205.35 ",August-21; September-21; October-21,7/8/21,$505.35 ,"$11,800.00 ",,,"$12,305.35 "
163680,,2128,,Match,Non_Exact,25,25,91900,3000,"$5,999.40 ",$0.00 ,"$2,253.04 ","$5,999.40 ",July-21; August-21; September-21; October-21,7/7/21,,"$4,500.00 ","$5,999.40 ",,"$14,999.40 "
163681,,2119,,Match,Non_Exact,25,25,90700,4012,"$1,218.41 ","$1,959.02 ",$0.00 ,"$3,177.43 ",July-21; August-21; September-21; October-21; November-21; December-21,7/15/21,,"$3,375.00 ",,,"$3,375.00 "
163682,,2125,,Match,Non_Exact,25,25,50101,2001,$0.00 ,$0.00 ,"$2,500.00 ",$0.00 ,August-21; September-21; October-21,,,"$2,604.00 ",,,"$5,208.00 "
163683,,2128,,Match,Non_Exact,25,25,81302,2005,$0.00 ,$64.00 ,"$2,289.31 ",$64.00 ,August-20; September-20; October-20; November-20; December-20,7/15/21,$64.20 ,"$2,319.00 ",,,"$2,383.20 "
163684,,2136,,Match,Non_Exact,25,25,140201,2018,"$2,000.00 ","$6,000.00 ","$1,974.00 ","$8,000.00 ",July-21; August-21; September-21; October-21,,"$1,500.00 ","$7,999.00 ",$1.00 ,,"$9,500.00 "
163685,,2124,,Match,Non_Exact,25,25,51200,3000,"$3,130.00 ",$0.00 ,$300.00 ,"$3,130.00 ",July-21; August-21; September-21; October-21,7/12/21,,"$5,830.00 ",,,"$5,830.00 "
163688,,2119,,Match,Non_Exact,25,25,90100,1001,$600.00 ,$600.00 ,$834.00 ,"$1,200.00 ",March-21; April-21; May-21; June-21,7/19/21,,$666.00 ,$561.68 ,,"$6,330.45 "
163690,,2120,,Match,Non_Exact,25,25,90300,1005,"$3,195.00 ",$0.00 ,"$2,855.20 ","$3,195.00 ",August-21; September-21; October-21,7/19/21,,"$9,570.00 ",,,"$9,570.00 "
163691,,2215,,Match,Non_Exact,25,25,80500,1006,"$1,611.00 ",$0.00 ,$0.00 ,"$1,611.00 ",July-21; August-21; September-21; October-21,7/14/21,,"$5,516.00 ",$1.00 ,,"$9,423.00 "
163692,,2119,,Match,Non_Exact,25,25,701,4001,$0.00 ,$0.00 ,"$1,148.10 ",$0.00 ,August-21; September-21; October-21,7/14/21,,$999.00 ,,,"$1,998.00 "
